RewardLink,RankMin,RankMax,ZoneMin,ZoneMax,LabelDescription,Rarity,PoolQty
reward_tier_material_tg_6,26,50,6,6,Doubloon,legendary,40
reward_material_set_tg_gems_3,26,50,6,6,Mount Guts,generic,200
reward_material_set_tg_gems_3,26,50,6,6,Regulator,generic,200
reward_material_set_tg_gems_3,26,50,6,6,Rune Fragment,generic,200
reward_material_set_tg_gems_3,51,250,6,6,Mount Guts,generic,150
reward_material_set_tg_gems_3,51,250,6,6,Regulator,generic,150
reward_material_set_tg_gems_3,51,250,6,6,Rune Fragment,generic,150
reward_tier_material_tg_6,51,250,6,6,Doubloon,legendary,25
reward_tier_material_tg_6,251,500,6,6,Doubloon,legendary,20
reward_material_set_tg_gems_3,251,500,6,6,Mount Guts,generic,100
reward_material_set_tg_gems_3,251,500,6,6,Regulator,generic,100
reward_material_set_tg_gems_3,251,500,6,6,Rune Fragment,generic,100
reward_material_set_tg_gems_3,501,1000,6,6,Mount Guts,generic,75
reward_material_set_tg_gems_3,501,1000,6,6,Regulator,generic,75
reward_material_set_tg_gems_3,501,1000,6,6,Rune Fragment,generic,75
reward_tier_material_tg_6,501,1000,6,6,Doubloon,legendary,15
reward_tier_material_tg_6,1001,2000,6,6,Doubloon,legendary,5
reward_material_set_tg_gems_3,1001,2000,6,6,Mount Guts,generic,50
reward_material_set_tg_gems_3,1001,2000,6,6,Regulator,generic,50
reward_material_set_tg_gems_3,1001,2000,6,6,Rune Fragment,generic,50
reward_tier_material_tg_6,1,1,7,7,Rom Bit,legendary,100
reward_material_set_tg_gems_3,1,1,7,7,Mount Guts,generic,375
reward_material_set_tg_gems_3,1,1,7,7,Regulator,generic,375
reward_material_set_tg_gems_3,1,1,7,7,Rune Fragment,generic,375
reward_material_set_tg_gems_3,2,2,7,7,Mount Guts,generic,300
reward_material_set_tg_gems_3,2,2,7,7,Regulator,generic,300
reward_material_set_tg_gems_3,2,2,7,7,Rune Fragment,generic,300
reward_tier_material_tg_6,2,2,7,7,Rom Bit,legendary,80
reward_tier_material_tg_6,3,5,7,7,Rom Bit,legendary,60
reward_material_set_tg_gems_3,3,5,7,7,Mount Guts,generic,275
reward_material_set_tg_gems_3,3,5,7,7,Regulator,generic,275
reward_material_set_tg_gems_3,3,5,7,7,Rune Fragment,generic,275
reward_material_set_tg_gems_3,6,25,7,7,Mount Guts,generic,250
reward_material_set_tg_gems_3,6,25,7,7,Regulator,generic,250
reward_material_set_tg_gems_3,6,25,7,7,Rune Fragment,generic,250
reward_tier_material_tg_6,6,25,7,7,Rom Bit,legendary,50
reward_tier_material_tg_6,26,50,7,7,Rom Bit,legendary,40
reward_material_set_tg_gems_3,26,50,7,7,Mount Guts,generic,225
reward_material_set_tg_gems_3,26,50,7,7,Regulator,generic,225
reward_material_set_tg_gems_3,26,50,7,7,Rune Fragment,generic,225
reward_material_set_tg_gems_3,51,250,7,7,Mount Guts,generic,175
reward_material_set_tg_gems_3,51,250,7,7,Regulator,generic,175
reward_material_set_tg_gems_3,51,250,7,7,Rune Fragment,generic,175
reward_tier_material_tg_6,51,250,7,7,Rom Bit,legendary,25
reward_tier_material_tg_6,251,500,7,7,Rom Bit,legendary,20
reward_material_set_tg_gems_3,251,500,7,7,Mount Guts,generic,125
reward_material_set_tg_gems_3,251,500,7,7,Regulator,generic,125
reward_material_set_tg_gems_3,251,500,7,7,Rune Fragment,generic,125
reward_material_set_tg_gems_3,501,1000,7,7,Mount Guts,generic,100
reward_material_set_tg_gems_3,501,1000,7,7,Regulator,generic,100
reward_material_set_tg_gems_3,501,1000,7,7,Rune Fragment,generic,100
reward_tier_material_tg_6,501,1000,7,7,Rom Bit,legendary,15
reward_tier_material_tg_6,1001,2000,7,7,Rom Bit,legendary,5
reward_tier_minor_rune_4,1001,2000,1,7,Minor Rune,common,1
reward_material_set_tg_gems_3,1001,2000,7,7,Mount Guts,generic,50
reward_material_set_tg_gems_3,1001,2000,7,7,Regulator,generic,50
reward_material_set_tg_gems_3,1001,2000,7,7,Rune Fragment,generic,50
reward_tier_material_tg_6,1,1,8,8,Luminous Stone,legendary,100
reward_material_set_tg_gems_3,1,1,8,8,Mount Guts,generic,400
reward_material_set_tg_gems_3,1,1,8,8,Regulator,generic,400
reward_material_set_tg_gems_3,1,1,8,8,Rune Fragment,generic,400
reward_material_set_tg_gems_3,2,2,8,8,Mount Guts,generic,325
reward_material_set_tg_gems_3,2,2,8,8,Regulator,generic,325
reward_material_set_tg_gems_3,2,2,8,8,Rune Fragment,generic,325
reward_tier_material_tg_6,2,2,8,8,Luminous Stone,legendary,80
reward_tier_minor_rune_4,2,2,1,8,Minor Rune,epic,1
reward_tier_material_tg_6,3,5,8,8,Luminous Stone,legendary,60
reward_material_set_tg_gems_3,3,5,8,8,Mount Guts,generic,300
reward_material_set_tg_gems_3,3,5,8,8,Regulator,generic,300
reward_material_set_tg_gems_3,3,5,8,8,Rune Fragment,generic,300
reward_material_set_tg_gems_3,6,25,8,8,Mount Guts,generic,275
reward_material_set_tg_gems_3,6,25,8,8,Regulator,generic,275
reward_material_set_tg_gems_3,6,25,8,8,Rune Fragment,generic,275
reward_tier_material_tg_6,6,25,8,8,Luminous Stone,legendary,50
reward_tier_material_tg_6,26,50,8,8,Luminous Stone,legendary,40
reward_material_set_tg_gems_3,26,50,8,8,Mount Guts,generic,250
reward_material_set_tg_gems_3,26,50,8,8,Regulator,generic,250
reward_material_set_tg_gems_3,26,50,8,8,Rune Fragment,generic,250
reward_material_set_tg_gems_3,51,250,8,8,Mount Guts,generic,200
reward_material_set_tg_gems_3,51,250,8,8,Regulator,generic,200
reward_material_set_tg_gems_3,51,250,8,8,Rune Fragment,generic,200
reward_tier_material_tg_6,51,250,8,8,Luminous Stone,legendary,25
reward_tier_minor_rune_4,51,250,1,8,Minor Rune,rare,1
reward_tier_material_tg_6,251,500,8,8,Luminous Stone,legendary,20
reward_material_set_tg_gems_3,251,500,8,8,Mount Guts,generic,125
reward_material_set_tg_gems_3,251,500,8,8,Regulator,generic,125
reward_material_set_tg_gems_3,251,500,8,8,Rune Fragment,generic,125
reward_material_set_tg_gems_3,501,1000,8,8,Mount Guts,generic,75
reward_material_set_tg_gems_3,501,1000,8,8,Regulator,generic,75
reward_material_set_tg_gems_3,501,1000,8,8,Rune Fragment,generic,75
reward_tier_material_tg_6,501,1000,8,8,Luminous Stone,legendary,15
reward_tier_material_tg_6,1,1,9,9,Beanstalk,legendary,100
reward_material_set_tg_gems_3,1,1,9,9,Mount Guts,generic,425
reward_material_set_tg_gems_3,1,1,9,9,Regulator,generic,425
reward_material_set_tg_gems_3,1,1,9,9,Rune Fragment,generic,425
reward_material_set_tg_gems_3,2,2,9,9,Mount Guts,generic,350
reward_material_set_tg_gems_3,2,2,9,9,Regulator,generic,350
reward_material_set_tg_gems_3,2,2,9,9,Rune Fragment,generic,350
reward_tier_material_tg_6,2,2,9,9,Beanstalk,legendary,80
reward_tier_material_tg_6,3,5,9,9,Beanstalk,legendary,60
reward_tier_minor_rune_4,3,5,1,9,Minor Rune,epic,1
reward_material_set_tg_gems_3,3,5,9,9,Mount Guts,generic,325
reward_material_set_tg_gems_3,3,5,9,9,Regulator,generic,325
reward_material_set_tg_gems_3,3,5,9,9,Rune Fragment,generic,325
reward_material_set_tg_gems_3,6,25,9,9,Mount Guts,generic,300
reward_material_set_tg_gems_3,6,25,9,9,Regulator,generic,300
reward_material_set_tg_gems_3,6,25,9,9,Rune Fragment,generic,300
reward_tier_material_tg_6,6,25,9,9,Beanstalk,legendary,50
reward_tier_material_tg_6,26,50,9,9,Beanstalk,legendary,40
reward_material_set_tg_gems_3,26,50,9,9,Mount Guts,generic,275
reward_material_set_tg_gems_3,26,50,9,9,Regulator,generic,275
reward_material_set_tg_gems_3,26,50,9,9,Rune Fragment,generic,275
reward_material_set_tg_gems_3,51,250,9,9,Mount Guts,generic,225
reward_material_set_tg_gems_3,51,250,9,9,Regulator,generic,225
reward_material_set_tg_gems_3,51,250,9,9,Rune Fragment,generic,225
reward_tier_material_tg_6,51,250,9,9,Beanstalk,legendary,25
reward_tier_material_tg_6,251,500,9,9,Beanstalk,legendary,20
reward_material_set_tg_gems_3,251,500,9,9,Mount Guts,generic,150
reward_material_set_tg_gems_3,251,500,9,9,Regulator,generic,150
reward_material_set_tg_gems_3,251,500,9,9,Rune Fragment,generic,150
reward_material_set_tg_gems_3,501,1000,9,9,Mount Guts,generic,80
reward_material_set_tg_gems_3,501,1000,9,9,Regulator,generic,80
reward_material_set_tg_gems_3,501,1000,9,9,Rune Fragment,generic,80
reward_tier_material_tg_6,501,1000,9,9,Beanstalk,legendary,15
reward_tier_minor_rune_4,1,1,6,10,Minor Rune,legendary,1
reward_tier_material_tg_6,1,1,10,10,Crubble,legendary,100
reward_material_set_tg_gems_3,1,1,10,10,Mount Guts,generic,450
reward_material_set_tg_gems_3,1,1,10,10,Regulator,generic,450
reward_material_set_tg_gems_3,1,1,10,10,Rune Fragment,generic,450
reward_material_set_tg_gems_3,2,2,10,10,Mount Guts,generic,375
reward_material_set_tg_gems_3,2,2,10,10,Regulator,generic,375
reward_material_set_tg_gems_3,2,2,10,10,Rune Fragment,generic,375
reward_tier_material_tg_6,2,2,10,10,Crubble,legendary,80
reward_tier_material_tg_6,3,5,10,10,Crubble,legendary,60
reward_material_set_tg_gems_3,3,5,10,10,Mount Guts,generic,350
reward_material_set_tg_gems_3,3,5,10,10,Regulator,generic,350
reward_material_set_tg_gems_3,3,5,10,10,Rune Fragment,generic,350
reward_material_set_tg_gems_3,6,25,10,10,Mount Guts,generic,325
reward_material_set_tg_gems_3,6,25,10,10,Regulator,generic,325
reward_material_set_tg_gems_3,6,25,10,10,Rune Fragment,generic,325
reward_tier_material_tg_6,6,25,10,10,Crubble,legendary,50
reward_tier_material_tg_6,26,50,10,10,Crubble,legendary,40
reward_material_set_tg_gems_3,26,50,10,10,Mount Guts,generic,300
reward_material_set_tg_gems_3,26,50,10,10,Regulator,generic,300
reward_material_set_tg_gems_3,26,50,10,10,Rune Fragment,generic,300
reward_material_set_tg_gems_3,51,250,10,10,Mount Guts,generic,250
reward_material_set_tg_gems_3,51,250,10,10,Regulator,generic,250
reward_material_set_tg_gems_3,51,250,10,10,Rune Fragment,generic,250
reward_tier_material_tg_6,51,250,10,10,Crubble,legendary,25
reward_tier_material_tg_6,251,500,10,10,Crubble,legendary,15
reward_material_set_tg_gems_3,251,500,10,10,Mount Guts,generic,175
reward_material_set_tg_gems_3,251,500,10,10,Regulator,generic,175
reward_material_set_tg_gems_3,251,500,10,10,Rune Fragment,generic,175
reward_material_set_tg_gems_3,501,1000,10,10,Mount Guts,generic,90
reward_material_set_tg_gems_3,501,1000,10,10,Regulator,generic,90
reward_material_set_tg_gems_3,501,1000,10,10,Rune Fragment,generic,90
reward_tier_material_tg_6,501,1000,10,10,Crubble,legendary,5
reward_tier_material_tg_6,1,1,11,11,Fire Blossom,legendary,100
reward_material_set_tg_gems_3,1,1,11,11,Mount Guts,generic,475
reward_material_set_tg_gems_3,1,1,11,11,Regulator,generic,475
reward_material_set_tg_gems_3,1,1,11,11,Rune Fragment,generic,475
reward_material_set_tg_gems_3,2,2,11,11,Mount Guts,generic,400
reward_material_set_tg_gems_3,2,2,11,11,Regulator,generic,400
reward_material_set_tg_gems_3,2,2,11,11,Rune Fragment,generic,400
reward_tier_material_tg_6,2,2,11,11,Fire Blossom,legendary,80
reward_tier_material_tg_6,3,5,11,11,Fire Blossom,legendary,60
reward_material_set_tg_gems_3,3,5,11,11,Mount Guts,generic,375
reward_material_set_tg_gems_3,3,5,11,11,Regulator,generic,375
reward_material_set_tg_gems_3,3,5,11,11,Rune Fragment,generic,375
reward_material_set_tg_gems_3,6,25,11,11,Mount Guts,generic,350
reward_material_set_tg_gems_3,6,25,11,11,Regulator,generic,350
reward_material_set_tg_gems_3,6,25,11,11,Rune Fragment,generic,350
reward_tier_material_tg_6,6,25,11,11,Fire Blossom,legendary,50
reward_tier_material_tg_6,26,50,11,11,Fire Blossom,legendary,40
reward_material_set_tg_gems_3,26,50,11,11,Mount Guts,generic,325
reward_material_set_tg_gems_3,26,50,11,11,Regulator,generic,325
reward_material_set_tg_gems_3,26,50,11,11,Rune Fragment,generic,325
reward_material_set_tg_gems_3,51,250,11,11,Mount Guts,generic,275
reward_material_set_tg_gems_3,51,250,11,11,Regulator,generic,275
reward_material_set_tg_gems_3,51,250,11,11,Rune Fragment,generic,275
reward_tier_material_tg_6,51,250,11,11,Fire Blossom,legendary,25
reward_tier_material_tg_6,251,500,11,11,Fire Blossom,legendary,15
reward_material_set_tg_gems_3,251,500,11,11,Mount Guts,generic,200
reward_material_set_tg_gems_3,251,500,11,11,Regulator,generic,200
reward_material_set_tg_gems_3,251,500,11,11,Rune Fragment,generic,200
reward_material_set_tg_gems_3,501,1000,11,11,Mount Guts,generic,100
reward_material_set_tg_gems_3,501,1000,11,11,Regulator,generic,100
reward_material_set_tg_gems_3,501,1000,11,11,Rune Fragment,generic,100
reward_tier_material_tg_6,501,1000,11,11,Fire Blossom,legendary,5
reward_tier_material_tg_6,1,1,12,12,Power Stone,legendary,100
reward_material_set_tg_gems_3,1,1,12,12,Elemental Fragment,generic,500
reward_material_set_tg_gems_3,1,1,12,12,Mount Guts,generic,500
reward_material_set_tg_gems_3,1,1,12,12,Regulator,generic,500
reward_material_set_tg_gems_3,2,2,12,12,Elemental Fragment,generic,450
reward_material_set_tg_gems_3,2,2,12,12,Mount Guts,generic,450
reward_material_set_tg_gems_3,2,2,12,12,Regulator,generic,450
reward_tier_material_tg_6,2,2,12,12,Power Stone,legendary,80
reward_tier_material_tg_6,3,5,12,12,Power Stone,legendary,60
reward_material_set_tg_gems_3,3,5,12,12,Elemental Fragment,generic,400
reward_material_set_tg_gems_3,3,5,12,12,Mount Guts,generic,400
reward_material_set_tg_gems_3,3,5,12,12,Regulator,generic,400
reward_material_set_tg_gems_3,6,25,12,12,Elemental Fragment,generic,350
reward_material_set_tg_gems_3,6,25,12,12,Mount Guts,generic,350
reward_material_set_tg_gems_3,6,25,12,12,Regulator,generic,350
reward_tier_material_tg_6,6,25,12,12,Power Stone,legendary,50
reward_tier_material_tg_6,26,50,12,12,Power Stone,legendary,40
reward_material_set_tg_gems_3,26,50,12,12,Elemental Fragment,generic,325
reward_material_set_tg_gems_3,26,50,12,12,Mount Guts,generic,325
reward_material_set_tg_gems_3,26,50,12,12,Regulator,generic,325
reward_material_set_tg_gems_3,51,250,12,12,Elemental Fragment,generic,275
reward_material_set_tg_gems_3,51,250,12,12,Mount Guts,generic,275
reward_material_set_tg_gems_3,51,250,12,12,Regulator,generic,275
reward_tier_material_tg_6,51,250,12,12,Power Stone,legendary,25
reward_tier_material_tg_6,251,500,12,12,Power Stone,legendary,15
reward_material_set_tg_gems_3,251,500,12,12,Elemental Fragment,generic,200
reward_material_set_tg_gems_3,251,500,12,12,Mount Guts,generic,200
reward_material_set_tg_gems_3,251,500,12,12,Regulator,generic,200
reward_material_set_tg_gems_3,501,1000,12,12,Elemental Fragment,generic,100
reward_material_set_tg_gems_3,501,1000,12,12,Mount Guts,generic,100
reward_material_set_tg_gems_3,501,1000,12,12,Regulator,generic,100
reward_tier_material_tg_6,501,1000,12,12,Power Stone,legendary,5
reward_tier_material_tg_6,1,1,13,13,Monster Cell,legendary,100
reward_material_set_tg_gems_3,1,1,13,13,Elemental Fragment,generic,600
reward_material_set_tg_gems_3,1,1,13,13,Mount Guts,generic,600
reward_material_set_tg_gems_3,1,1,13,13,Regulator,generic,600
reward_material_set_tg_gems_3,2,2,13,13,Elemental Fragment,generic,500
reward_material_set_tg_gems_3,2,2,13,13,Mount Guts,generic,500
reward_material_set_tg_gems_3,2,2,13,13,Regulator,generic,500
reward_tier_material_tg_6,2,2,13,13,Monster Cell,legendary,80
reward_tier_material_tg_6,3,5,13,13,Monster Cell,legendary,60
reward_material_set_tg_gems_3,3,5,13,13,Elemental Fragment,generic,450
reward_material_set_tg_gems_3,3,5,13,13,Mount Guts,generic,450
reward_material_set_tg_gems_3,3,5,13,13,Regulator,generic,450
reward_material_set_tg_gems_3,6,25,13,13,Elemental Fragment,generic,375
reward_material_set_tg_gems_3,6,25,13,13,Mount Guts,generic,375
reward_material_set_tg_gems_3,6,25,13,13,Regulator,generic,375
reward_tier_material_tg_6,6,25,13,13,Monster Cell,legendary,50
reward_tier_material_tg_6,26,50,13,13,Monster Cell,legendary,40
reward_material_set_tg_gems_3,26,50,13,13,Elemental Fragment,generic,350
reward_material_set_tg_gems_3,26,50,13,13,Mount Guts,generic,350
reward_material_set_tg_gems_3,26,50,13,13,Regulator,generic,350
reward_material_set_tg_gems_3,51,250,13,13,Elemental Fragment,generic,300
reward_material_set_tg_gems_3,51,250,13,13,Mount Guts,generic,300
reward_material_set_tg_gems_3,51,250,13,13,Regulator,generic,300
reward_tier_material_tg_6,51,250,13,13,Monster Cell,legendary,25
reward_tier_material_tg_6,251,500,13,13,Monster Cell,legendary,15
