RewardLink,RankMin,RankMax,ZoneMin,ZoneMax,LabelDescription,Rarity,PoolQty
pvp_tier_points_3,35000,39999,5,5,Regulator,generic,40
pvp_tier_points_3,40000,54999,5,5,gems,generic,80
pvp_tier_points_3,40000,54999,5,5,Hyper Shard,legendary,2
pvp_tier_points_3,40000,54999,5,5,Regulator,generic,45
pvp_tier_points_3,55000,987654321,5,5,Cosmetic Chest,cosmetic,1
pvp_tier_points_3,55000,987654321,5,5,gems,generic,125
pvp_tier_points_3,55000,987654321,5,5,Hyper Shard,legendary,5
pvp_tier_points_3,55000,987654321,5,5,Regulator,generic,50
pvp_tier_points_3,3000,5999,6,6,gems,generic,10
pvp_tier_points_3,3000,5999,6,6,Rare Material,rare,10
pvp_tier_points_3,3000,5999,6,6,Regulator,generic,10
pvp_tier_points_3,6000,11999,6,6,gems,generic,15
pvp_tier_points_3,6000,11999,6,6,Rare Material,rare,20
pvp_tier_points_3,6000,11999,6,6,Regulator,generic,15
pvp_tier_points_3,12000,21999,6,6,gems,generic,20
pvp_tier_points_3,12000,21999,6,6,Rare Material,rare,25
pvp_tier_points_3,12000,21999,6,6,Regulator,generic,20
pvp_tier_points_3,22000,26999,6,6,gems,generic,25
pvp_tier_points_3,22000,26999,6,6,Rare Material,rare,30
pvp_tier_points_3,22000,26999,6,6,Regulator,generic,25
pvp_tier_points_3,35000,44999,6,6,gems,generic,50
pvp_tier_points_3,35000,44999,6,6,Rare Material,rare,50
pvp_tier_points_3,35000,44999,6,6,Regulator,generic,30
pvp_tier_points_3,45000,49999,6,6,Epic Material,epic,2
pvp_tier_points_3,45000,49999,6,6,gems,generic,60
pvp_tier_points_3,45000,49999,6,6,Regulator,generic,35
pvp_tier_points_3,50000,59999,6,6,Epic Material,epic,4
pvp_tier_points_3,50000,59999,6,6,gems,generic,70
pvp_tier_points_3,50000,59999,6,6,Regulator,generic,40
pvp_tier_points_3,60000,84999,6,6,Doubloon,legendary,5
pvp_tier_points_3,60000,84999,6,6,gems,generic,80
pvp_tier_points_3,60000,84999,6,6,Regulator,generic,45
pvp_tier_points_3,85000,987654321,6,6,Cosmetic Chest,cosmetic,1
pvp_tier_points_3,85000,987654321,6,6,Doubloon,legendary,10
pvp_tier_points_3,85000,987654321,6,6,gems,generic,150
pvp_tier_points_3,85000,987654321,6,6,Regulator,generic,50
pvp_tier_points_3,4000,9999,7,7,gems,generic,10
pvp_tier_points_3,4000,9999,7,7,Rare Material,rare,10
pvp_tier_points_3,4000,9999,7,7,Regulator,generic,10
pvp_tier_points_3,10000,27999,7,7,gems,generic,15
pvp_tier_points_3,10000,27999,7,7,Rare Material,rare,20
pvp_tier_points_3,10000,27999,7,7,Regulator,generic,15
pvp_tier_points_3,28000,29999,7,7,gems,generic,20
pvp_tier_points_3,28000,29999,7,7,Rare Material,rare,25
pvp_tier_points_3,28000,29999,7,7,Regulator,generic,20
pvp_tier_points_3,30000,54999,7,7,gems,generic,25
pvp_tier_points_3,30000,54999,7,7,Rare Material,rare,30
pvp_tier_points_3,30000,54999,7,7,Regulator,generic,25
pvp_tier_points_3,55000,64999,7,7,gems,generic,50
pvp_tier_points_3,55000,64999,7,7,Rare Material,rare,50
pvp_tier_points_3,55000,64999,7,7,Regulator,generic,30
pvp_tier_points_3,65000,74999,7,7,Epic Material,epic,2
pvp_tier_points_3,65000,74999,7,7,gems,generic,60
pvp_tier_points_3,65000,74999,7,7,Regulator,generic,35
pvp_tier_points_3,75000,99999,7,7,Epic Material,epic,4
pvp_tier_points_3,75000,99999,7,7,gems,generic,70
pvp_tier_points_3,75000,99999,7,7,Regulator,generic,40
pvp_tier_points_3,100000,129999,7,7,gems,generic,80
pvp_tier_points_3,100000,129999,7,7,Regulator,generic,45
pvp_tier_points_3,100000,129999,7,7,Rom Bit,legendary,5
pvp_tier_points_3,130000,987654321,7,7,Cosmetic Chest,cosmetic,1
pvp_tier_points_3,130000,987654321,7,7,gems,generic,150
pvp_tier_points_3,130000,987654321,7,7,Regulator,generic,50
pvp_tier_points_3,130000,987654321,7,7,Rom Bit,legendary,10
pvp_tier_points_3,8000,14999,8,8,gems,generic,15
pvp_tier_points_3,8000,14999,8,8,Rare Material,rare,10
pvp_tier_points_3,8000,14999,8,8,Regulator,generic,15
pvp_tier_points_3,15000,44999,8,8,gems,generic,20
pvp_tier_points_3,15000,44999,8,8,Rare Material,rare,20
pvp_tier_points_3,15000,44999,8,8,Regulator,generic,20
pvp_tier_points_3,45000,49999,8,8,gems,generic,25
pvp_tier_points_3,45000,49999,8,8,Rare Material,rare,25
pvp_tier_points_3,45000,49999,8,8,Regulator,generic,25
pvp_tier_points_3,50000,84999,8,8,gems,generic,30
pvp_tier_points_3,50000,84999,8,8,Rare Material,rare,30
pvp_tier_points_3,50000,84999,8,8,Regulator,generic,30
pvp_tier_points_3,85000,99999,8,8,gems,generic,50
pvp_tier_points_3,85000,99999,8,8,Rare Material,rare,50
pvp_tier_points_3,85000,99999,8,8,Regulator,generic,35
pvp_tier_points_3,100000,109999,8,8,Epic Material,epic,2
pvp_tier_points_3,100000,109999,8,8,gems,generic,60
pvp_tier_points_3,100000,109999,8,8,Regulator,generic,40
pvp_tier_points_3,110000,149999,8,8,Epic Material,epic,4
pvp_tier_points_3,110000,149999,8,8,gems,generic,70
pvp_tier_points_3,110000,149999,8,8,Regulator,generic,45
pvp_tier_points_3,150000,179999,8,8,gems,generic,80
pvp_tier_points_3,150000,179999,8,8,Luminous Stone,legendary,5
pvp_tier_points_3,150000,179999,8,8,Regulator,generic,50
pvp_tier_points_3,180000,987654321,8,8,Cosmetic Chest,cosmetic,1
pvp_tier_points_3,180000,987654321,8,8,gems,generic,150
pvp_tier_points_3,180000,987654321,8,8,Luminous Stone,legendary,10
pvp_tier_points_3,180000,987654321,8,8,Regulator,generic,60
pvp_tier_points_3,15000,24999,9,9,gems,generic,15
pvp_tier_points_3,15000,24999,9,9,Rare Material,rare,25
pvp_tier_points_3,15000,24999,9,9,Regulator,generic,15
pvp_tier_points_3,25000,69999,9,9,gems,generic,20
pvp_tier_points_3,25000,69999,9,9,Rare Material,rare,30
pvp_tier_points_3,25000,69999,9,9,Regulator,generic,20
pvp_tier_points_3,70000,74999,9,9,gems,generic,25
pvp_tier_points_3,70000,74999,9,9,Rare Material,rare,50
pvp_tier_points_3,70000,74999,9,9,Regulator,generic,25
pvp_tier_points_3,75000,129999,9,9,Epic Material,epic,2
pvp_tier_points_3,75000,129999,9,9,gems,generic,30
pvp_tier_points_3,75000,129999,9,9,Regulator,generic,30
pvp_tier_points_3,130000,149999,9,9,Epic Material,epic,4
pvp_tier_points_3,130000,149999,9,9,gems,generic,50
pvp_tier_points_3,130000,149999,9,9,Regulator,generic,35
pvp_tier_points_3,150000,159999,9,9,Beanstalk,legendary,2
pvp_tier_points_3,150000,159999,9,9,gems,generic,60
pvp_tier_points_3,150000,159999,9,9,Regulator,generic,40
pvp_tier_points_3,160000,229999,9,9,Beanstalk,legendary,4
pvp_tier_points_3,160000,229999,9,9,gems,generic,70
pvp_tier_points_3,160000,229999,9,9,Regulator,generic,45
pvp_tier_points_3,230000,269999,9,9,Beanstalk,legendary,5
pvp_tier_points_3,230000,269999,9,9,Cosmetic Chest,cosmetic,1
pvp_tier_points_3,230000,269999,9,9,gems,generic,80
pvp_tier_points_3,230000,269999,9,9,Regulator,generic,50
pvp_tier_points_3,270000,987654321,9,9,Beanstalk,legendary,10
pvp_tier_points_3,270000,987654321,9,9,gems,generic,150
pvp_tier_points_3,270000,987654321,9,9,Mythic Material Chest,mythic,1
pvp_tier_points_3,270000,987654321,9,9,Regulator,generic,70
pvp_tier_points_3,20000,34999,10,10,gems,generic,20
pvp_tier_points_3,20000,34999,10,10,Rare Material,rare,25
pvp_tier_points_3,20000,34999,10,10,Regulator,generic,15
pvp_tier_points_3,35000,74999,10,10,gems,generic,25
pvp_tier_points_3,35000,74999,10,10,Rare Material,rare,30
pvp_tier_points_3,35000,74999,10,10,Regulator,generic,25
pvp_tier_points_3,75000,114999,10,10,gems,generic,30
pvp_tier_points_3,75000,114999,10,10,Rare Material,rare,50
pvp_tier_points_3,75000,114999,10,10,Regulator,generic,30
pvp_tier_points_3,115000,189999,10,10,Epic Material,epic,2
pvp_tier_points_3,115000,189999,10,10,gems,generic,35
pvp_tier_points_3,115000,189999,10,10,Regulator,generic,35
pvp_tier_points_3,190000,214999,10,10,Epic Material,epic,4
pvp_tier_points_3,190000,214999,10,10,gems,generic,50
pvp_tier_points_3,190000,214999,10,10,Regulator,generic,40
pvp_tier_points_3,215000,249999,10,10,Crubble,legendary,2
pvp_tier_points_3,215000,249999,10,10,gems,generic,60
pvp_tier_points_3,215000,249999,10,10,Regulator,generic,45
pvp_tier_points_3,240000,349999,10,10,Crubble,legendary,4
pvp_tier_points_3,240000,349999,10,10,gems,generic,70
pvp_tier_points_3,240000,349999,10,10,Regulator,generic,50
pvp_tier_points_3,350000,499999,10,10,Cosmetic Chest,cosmetic,1
pvp_tier_points_3,350000,499999,10,10,Crubble,legendary,5
pvp_tier_points_3,350000,499999,10,10,gems,generic,80
pvp_tier_points_3,350000,499999,10,10,Regulator,generic,60
pvp_tier_points_3,500000,987654321,10,10,Crubble,legendary,10
pvp_tier_points_3,500000,987654321,10,10,gems,generic,150
pvp_tier_points_3,500000,987654321,10,10,Mythic Material Chest,mythic,1
pvp_tier_points_3,500000,987654321,10,10,Regulator,generic,80
pvp_tier_points_3,40000,84999,11,11,gems,generic,20
pvp_tier_points_3,40000,84999,11,11,Rare Material,rare,25
pvp_tier_points_3,40000,84999,11,11,Regulator,generic,10
pvp_tier_points_3,85000,199999,11,11,gems,generic,40
pvp_tier_points_3,85000,199999,11,11,Rare Material,rare,50
pvp_tier_points_3,85000,199999,11,11,Regulator,generic,25
pvp_tier_points_3,200000,249999,11,11,Epic Material,epic,1
pvp_tier_points_3,200000,249999,11,11,gems,generic,60
pvp_tier_points_3,200000,249999,11,11,Regulator,generic,50
pvp_tier_points_3,250000,399999,11,11,Epic Material,epic,2
pvp_tier_points_3,250000,399999,11,11,gems,generic,80
pvp_tier_points_3,250000,399999,11,11,Regulator,generic,75
pvp_tier_points_3,400000,449999,11,11,Epic Material,epic,4
pvp_tier_points_3,400000,449999,11,11,gems,generic,90
pvp_tier_points_3,400000,449999,11,11,Regulator,generic,100
pvp_tier_points_3,450000,499999,11,11,Fire Blossom,legendary,2
pvp_tier_points_3,450000,499999,11,11,gems,generic,100
pvp_tier_points_3,450000,499999,11,11,Regulator,generic,125
pvp_tier_points_3,500000,749999,11,11,Cosmetic Chest,cosmetic,1
pvp_tier_points_3,500000,749999,11,11,Fire Blossom,legendary,4
pvp_tier_points_3,500000,749999,11,11,gems,generic,110
pvp_tier_points_3,500000,749999,11,11,Regulator,generic,150
pvp_tier_points_3,750000,999999,11,11,Fire Blossom,legendary,5
pvp_tier_points_3,750000,999999,11,11,gems,generic,125
pvp_tier_points_3,750000,999999,11,11,Mythic Material Chest,mythic,1
pvp_tier_points_3,750000,999999,11,11,Regulator,generic,175
pvp_tier_points_3,1000000,987654321,11,11,Cosmetic Chest,cosmetic,1
pvp_tier_points_3,1000000,987654321,11,11,Fire Blossom,legendary,15
pvp_tier_points_3,1000000,987654321,11,11,gems,generic,150
pvp_tier_points_3,1000000,987654321,11,11,Mythic Material Chest,mythic,1
pvp_tier_points_3,1000000,987654321,11,11,Regulator,generic,200
pvp_tier_points_3,50000,99999,12,12,gems,generic,20
pvp_tier_points_3,50000,99999,12,12,Rare Material,rare,25
pvp_tier_points_3,50000,99999,12,12,Regulator,generic,10
pvp_tier_points_3,100000,199999,12,12,gems,generic,40
pvp_tier_points_3,100000,199999,12,12,Rare Material,rare,50
pvp_tier_points_3,100000,199999,12,12,Regulator,generic,25
pvp_tier_points_3,200000,299999,12,12,Epic Material,epic,1
pvp_tier_points_3,200000,299999,12,12,gems,generic,60
pvp_tier_points_3,200000,299999,12,12,Regulator,generic,50
pvp_tier_points_3,300000,399999,12,12,Epic Material,epic,2
pvp_tier_points_3,300000,399999,12,12,gems,generic,80
pvp_tier_points_3,300000,399999,12,12,Regulator,generic,75
pvp_tier_points_3,400000,499999,12,12,Epic Material,epic,4
pvp_tier_points_3,400000,499999,12,12,gems,generic,100
pvp_tier_points_3,400000,499999,12,12,Regulator,generic,100
pvp_tier_points_3,500000,599999,12,12,gems,generic,115
pvp_tier_points_3,500000,599999,12,12,Power Stone,legendary,2
pvp_tier_points_3,500000,599999,12,12,Regulator,generic,125
pvp_tier_points_3,600000,1249999,12,12,gems,generic,160
pvp_tier_points_3,600000,1249999,12,12,Mythic Material Chest,mythic,1
pvp_tier_points_3,600000,1249999,12,12,Power Stone,legendary,4
pvp_tier_points_3,600000,1249999,12,12,Regulator,generic,150
pvp_tier_points_3,900000,1499999,12,12,gems,generic,170
pvp_tier_points_3,900000,1499999,12,12,Mythic Material Chest,mythic,1
pvp_tier_points_3,900000,1499999,12,12,Power Stone,legendary,5
pvp_tier_points_3,900000,1499999,12,12,Regulator,generic,175
pvp_tier_points_3,1500000,987654321,12,12,Cosmetic Chest,cosmetic,1
pvp_tier_points_3,1500000,987654321,12,12,gems,generic,190
pvp_tier_points_3,1500000,987654321,12,12,Mythic Material Chest,mythic,1
pvp_tier_points_3,1500000,987654321,12,12,Power Stone,legendary,15
pvp_tier_points_3,1500000,987654321,12,12,Regulator,generic,400
pvp_tier_points_3,50000,124999,13,13,Epic Material,epic,2
pvp_tier_points_3,50000,124999,13,13,gems,generic,20
pvp_tier_points_3,50000,124999,13,13,Regulator,generic,25
pvp_tier_points_3,125000,249999,13,13,Epic Material,epic,3
pvp_tier_points_3,125000,249999,13,13,gems,generic,40
pvp_tier_points_3,125000,249999,13,13,Regulator,generic,50
pvp_tier_points_3,250000,349999,13,13,Epic Material,epic,5
pvp_tier_points_3,250000,349999,13,13,gems,generic,60
pvp_tier_points_3,250000,349999,13,13,Regulator,generic,75
pvp_tier_points_3,350000,499999,13,13,Epic Material,epic,6
pvp_tier_points_3,350000,499999,13,13,gems,generic,80
pvp_tier_points_3,350000,499999,13,13,Regulator,generic,100
pvp_tier_points_3,500000,599999,13,13,Epic Material,epic,8
pvp_tier_points_3,500000,599999,13,13,gems,generic,100
pvp_tier_points_3,500000,599999,13,13,Regulator,generic,125
pvp_tier_points_3,600000,749999,13,13,gems,generic,125
pvp_tier_points_3,600000,749999,13,13,Monster Cell,legendary,4
pvp_tier_points_3,600000,749999,13,13,Regulator,generic,150
pvp_tier_points_3,750000,1499999,13,13,gems,generic,150
pvp_tier_points_3,750000,1499999,13,13,Monster Cell,legendary,5
pvp_tier_points_3,750000,1499999,13,13,Mythic Material Chest,mythic,1
pvp_tier_points_3,750000,1499999,13,13,Regulator,generic,175
pvp_tier_points_3,1500000,2999999,13,13,gems,generic,175
pvp_tier_points_3,1500000,2999999,13,13,Monster Cell,legendary,6
pvp_tier_points_3,1500000,2999999,13,13,Mythic Material Chest,mythic,1
pvp_tier_points_3,1500000,2999999,13,13,Regulator,generic,200
pvp_tier_points_3,3000000,987654321,13,13,Cosmetic Chest,cosmetic,1
pvp_tier_points_3,3000000,987654321,13,13,gems,generic,190
pvp_tier_points_3,3000000,987654321,13,13,Monster Cell,legendary,18
pvp_tier_points_3,3000000,987654321,13,13,Mythic Material Chest,mythic,1
pvp_tier_points_3,3000000,987654321,13,13,Regulator,generic,500
pvp_tier_points_3,75000,149999,14,14,Epic Material,epic,3
pvp_tier_points_3,75000,149999,14,14,gems,generic,20
pvp_tier_points_3,75000,149999,14,14,Regulator,generic,30
pvp_tier_points_3,150000,299999,14,14,Epic Material,epic,5
pvp_tier_points_3,150000,299999,14,14,gems,generic,40
pvp_tier_points_3,150000,299999,14,14,Regulator,generic,60
pvp_tier_points_3,300000,449999,14,14,Epic Material,epic,6
pvp_tier_points_3,300000,449999,14,14,gems,generic,60
pvp_tier_points_3,300000,449999,14,14,Regulator,generic,90
pvp_tier_points_3,450000,599999,14,14,Epic Material,epic,7
pvp_tier_points_3,450000,599999,14,14,gems,generic,80
pvp_tier_points_3,450000,599999,14,14,Regulator,generic,125
pvp_tier_points_3,600000,749999,14,14,gems,generic,100
pvp_tier_points_3,600000,749999,14,14,Regulator,generic,150
pvp_tier_points_3,600000,749999,14,14,Sand clock,legendary,5
pvp_tier_points_3,750000,999999,14,14,gems,generic,125
pvp_tier_points_3,750000,999999,14,14,Regulator,generic,175
pvp_tier_points_3,750000,999999,14,14,Sand clock,legendary,6
pvp_tier_points_3,1000000,1999999,14,14,gems,generic,150
pvp_tier_points_3,1000000,1999999,14,14,Mythic Material Chest,mythic,1
pvp_tier_points_3,1000000,1999999,14,14,Regulator,generic,200
pvp_tier_points_3,1000000,1999999,14,14,Sand clock,legendary,7
pvp_tier_points_3,2000000,3499999,14,14,gems,generic,175
pvp_tier_points_3,2000000,3499999,14,14,Mythic Material Chest,mythic,1
pvp_tier_points_3,2000000,3499999,14,14,Regulator,generic,250
pvp_tier_points_3,2000000,3499999,14,14,Sand clock,legendary,8
pvp_tier_points_3,3500000,987654321,14,14,Cosmetic Chest,cosmetic,1
pvp_tier_points_3,3500000,987654321,14,14,gems,generic,200
pvp_tier_points_3,3500000,987654321,14,14,Mythic Material Chest,mythic,1
pvp_tier_points_3,3500000,987654321,14,14,Regulator,generic,600
pvp_tier_points_3,3500000,987654321,14,14,Sand clock,legendary,20
pvp_tier_points_3,100000,199999,15,15,Epic Material,epic,3
pvp_tier_points_3,100000,199999,15,15,gems,generic,20
pvp_tier_points_3,100000,199999,15,15,Regulator,generic,40
pvp_tier_points_3,200000,374999,15,15,Epic Material,epic,5
pvp_tier_points_3,200000,374999,15,15,gems,generic,40
pvp_tier_points_3,200000,374999,15,15,Regulator,generic,75
pvp_tier_points_3,375000,559999,15,15,Epic Material,epic,6
pvp_tier_points_3,375000,559999,15,15,gems,generic,60
pvp_tier_points_3,375000,559999,15,15,Regulator,generic,100
pvp_tier_points_3,550000,749999,15,15,Epic Material,epic,7
pvp_tier_points_3,550000,749999,15,15,gems,generic,80
pvp_tier_points_3,550000,749999,15,15,Regulator,generic,150
pvp_tier_points_3,750000,949999,15,15,Administratium,legendary,5
pvp_tier_points_3,750000,949999,15,15,gems,generic,100
pvp_tier_points_3,750000,949999,15,15,Regulator,generic,175
pvp_tier_points_3,950000,1099999,15,15,Administratium,legendary,6
pvp_tier_points_3,950000,1099999,15,15,gems,generic,130
pvp_tier_points_3,950000,1099999,15,15,Regulator,generic,200
pvp_tier_points_3,1100000,2199999,15,15,Administratium,legendary,7
pvp_tier_points_3,1100000,2199999,15,15,gems,generic,160
pvp_tier_points_3,1100000,2199999,15,15,Mythic Material Chest,mythic,1
pvp_tier_points_3,1100000,2199999,15,15,Regulator,generic,225
pvp_tier_points_3,2200000,4399999,15,15,Administratium,legendary,8
pvp_tier_points_3,2200000,4399999,15,15,gems,generic,185
pvp_tier_points_3,2200000,4399999,15,15,Mythic Material Chest,mythic,1
pvp_tier_points_3,2200000,4399999,15,15,Regulator,generic,300
pvp_tier_points_3,4400000,987654321,15,15,Administratium,legendary,20
pvp_tier_points_3,4400000,987654321,15,15,Cosmetic Chest,cosmetic,1
pvp_tier_points_3,4400000,987654321,15,15,gems,generic,210
pvp_tier_points_3,4400000,987654321,15,15,Mythic Material Chest,mythic,1
pvp_tier_points_3,4400000,987654321,15,15,Regulator,generic,650
