RewardLink,RankMin,RankMax,ZoneMin,ZoneMax,LabelDescription,Rarity,PoolQty
tg_tier_points_5,130000,174999,10,10,Item Chest,epic,1
tg_tier_points_5,130000,174999,10,10,Rune Fragment,generic,70
tg_tier_points_5,175000,199999,10,10,gems,generic,60
tg_tier_points_5,175000,199999,10,10,Item Chest,epic,1
tg_tier_points_5,175000,199999,10,10,Rune Fragment,generic,80
tg_tier_points_5,200000,249999,10,10,Cosmetic Chest,cosmetic,1
tg_tier_points_5,200000,249999,10,10,gems,generic,70
tg_tier_points_5,200000,249999,10,10,Item Chest,epic,1
tg_tier_points_5,200000,249999,10,10,Rune Fragment,generic,90
tg_tier_points_5,250000,449999,10,10,Cosmetic Chest,cosmetic,1
tg_tier_points_5,250000,449999,10,10,gems,generic,80
tg_tier_points_5,250000,449999,10,10,Item Chest,legendary,1
tg_tier_points_5,250000,449999,10,10,Rune Fragment,generic,100
tg_tier_points_5,450000,987654321,10,10,gems,generic,150
tg_tier_points_5,450000,987654321,10,10,Item Chest,legendary,1
tg_tier_points_5,450000,987654321,10,10,Mythic Material Chest,mythic,1
tg_tier_points_5,450000,987654321,10,10,Rune Fragment,generic,120
tg_tier_points_5,35000,69999,11,11,Epic Material,epic,1
tg_tier_points_5,35000,69999,11,11,gems,generic,20
tg_tier_points_5,35000,69999,11,11,Rune Fragment,generic,20
tg_tier_points_5,70000,139999,11,11,Epic Material,epic,2
tg_tier_points_5,70000,139999,11,11,gems,generic,40
tg_tier_points_5,70000,139999,11,11,Rune Fragment,generic,40
tg_tier_points_5,140000,209999,11,11,gems,generic,60
tg_tier_points_5,140000,209999,11,11,Item Chest,epic,1
tg_tier_points_5,140000,209999,11,11,Rune Fragment,generic,50
tg_tier_points_5,210000,274999,11,11,gems,generic,80
tg_tier_points_5,210000,274999,11,11,Item Chest,epic,1
tg_tier_points_5,210000,274999,11,11,Rune Fragment,generic,75
tg_tier_points_5,275000,349999,11,11,gems,generic,90
tg_tier_points_5,275000,349999,11,11,Item Chest,epic,1
tg_tier_points_5,275000,349999,11,11,Rune Fragment,generic,100
tg_tier_points_5,350000,424999,11,11,gems,generic,100
tg_tier_points_5,350000,424999,11,11,Item Chest,epic,1
tg_tier_points_5,350000,424999,11,11,Rune Fragment,generic,125
tg_tier_points_5,425000,649999,11,11,Cosmetic Chest,cosmetic,1
tg_tier_points_5,425000,649999,11,11,gems,generic,110
tg_tier_points_5,425000,649999,11,11,Item Chest,legendary,1
tg_tier_points_5,425000,649999,11,11,Rune Fragment,generic,150
tg_tier_points_5,650000,899999,11,11,Cosmetic Chest,cosmetic,1
tg_tier_points_5,650000,899999,11,11,gems,generic,125
tg_tier_points_5,650000,899999,11,11,Item Chest,legendary,1
tg_tier_points_5,650000,899999,11,11,Rune Fragment,generic,175
tg_tier_points_5,900000,987654321,11,11,gems,generic,150
tg_tier_points_5,900000,987654321,11,11,Item Chest,legendary,1
tg_tier_points_5,900000,987654321,11,11,Mythic Material Chest,mythic,1
tg_tier_points_5,900000,987654321,11,11,Rune Fragment,generic,200
tg_tier_points_5,40000,79999,12,12,Epic Material,epic,1
tg_tier_points_5,40000,79999,12,12,gems,generic,20
tg_tier_points_5,40000,79999,12,12,Rune Fragment,generic,20
tg_tier_points_5,80000,159999,12,12,Epic Material,epic,2
tg_tier_points_5,80000,159999,12,12,gems,generic,40
tg_tier_points_5,80000,159999,12,12,Rune Fragment,generic,40
tg_tier_points_5,160000,239999,12,12,gems,generic,60
tg_tier_points_5,160000,239999,12,12,Item Chest,epic,1
tg_tier_points_5,160000,239999,12,12,Rune Fragment,generic,50
tg_tier_points_5,240000,314999,12,12,gems,generic,80
tg_tier_points_5,240000,314999,12,12,Item Chest,epic,1
tg_tier_points_5,240000,314999,12,12,Rune Fragment,generic,75
tg_tier_points_5,315000,399999,12,12,gems,generic,90
tg_tier_points_5,315000,399999,12,12,Item Chest,epic,1
tg_tier_points_5,315000,399999,12,12,Rune Fragment,generic,100
tg_tier_points_5,400000,474999,12,12,gems,generic,100
tg_tier_points_5,400000,474999,12,12,Item Chest,epic,1
tg_tier_points_5,400000,474999,12,12,Rune Fragment,generic,125
tg_tier_points_5,475000,699999,12,12,Cosmetic Chest,cosmetic,1
tg_tier_points_5,475000,699999,12,12,gems,generic,125
tg_tier_points_5,475000,699999,12,12,Item Chest,legendary,1
tg_tier_points_5,475000,699999,12,12,Rune Fragment,generic,150
tg_tier_points_5,700000,1199999,12,12,Cosmetic Chest,cosmetic,1
tg_tier_points_5,700000,1199999,12,12,gems,generic,150
tg_tier_points_5,700000,1199999,12,12,Item Chest,legendary,1
tg_tier_points_5,700000,1199999,12,12,Rune Fragment,generic,175
tg_tier_points_5,1200000,987654321,12,12,gems,generic,175
tg_tier_points_5,1200000,987654321,12,12,Item Chest,legendary,1
tg_tier_points_5,1200000,987654321,12,12,Mythic Material Chest,mythic,1
tg_tier_points_5,1200000,987654321,12,12,Rune Fragment,generic,400
tg_tier_points_5,60000,124999,13,13,Epic Material,epic,1
tg_tier_points_5,60000,124999,13,13,gems,generic,20
tg_tier_points_5,60000,124999,13,13,Rune Fragment,generic,25
tg_tier_points_5,125000,249999,13,13,Epic Material,epic,2
tg_tier_points_5,125000,249999,13,13,gems,generic,40
tg_tier_points_5,125000,249999,13,13,Rune Fragment,generic,50
tg_tier_points_5,250000,374999,13,13,gems,generic,60
tg_tier_points_5,250000,374999,13,13,Item Chest,epic,1
tg_tier_points_5,250000,374999,13,13,Rune Fragment,generic,75
tg_tier_points_5,375000,499999,13,13,gems,generic,80
tg_tier_points_5,375000,499999,13,13,Item Chest,epic,1
tg_tier_points_5,375000,499999,13,13,Rune Fragment,generic,100
tg_tier_points_5,500000,624999,13,13,gems,generic,100
tg_tier_points_5,500000,624999,13,13,Item Chest,epic,1
tg_tier_points_5,500000,624999,13,13,Rune Fragment,generic,125
tg_tier_points_5,625000,749999,13,13,gems,generic,115
tg_tier_points_5,625000,749999,13,13,Item Chest,epic,1
tg_tier_points_5,625000,749999,13,13,Rune Fragment,generic,150
tg_tier_points_5,750000,1499999,13,13,Cosmetic Chest,cosmetic,1
tg_tier_points_5,750000,1499999,13,13,gems,generic,160
tg_tier_points_5,750000,1499999,13,13,Item Chest,legendary,1
tg_tier_points_5,750000,1499999,13,13,Rune Fragment,generic,175
tg_tier_points_5,1500000,2999999,13,13,Cosmetic Chest,cosmetic,1
tg_tier_points_5,1500000,2999999,13,13,gems,generic,170
tg_tier_points_5,1500000,2999999,13,13,Item Chest,legendary,1
tg_tier_points_5,1500000,2999999,13,13,Rune Fragment,generic,200
tg_tier_points_5,3000000,987654321,13,13,gems,generic,190
tg_tier_points_5,3000000,987654321,13,13,Item Chest,legendary,1
tg_tier_points_5,3000000,987654321,13,13,Mythic Material Chest,mythic,1
tg_tier_points_5,3000000,987654321,13,13,Rune Fragment,generic,500
tg_tier_points_5,75000,149999,14,14,Epic Material,epic,1
tg_tier_points_5,75000,149999,14,14,gems,generic,20
tg_tier_points_5,75000,149999,14,14,Rune Fragment,generic,30
tg_tier_points_5,150000,299999,14,14,Epic Material,epic,2
tg_tier_points_5,150000,299999,14,14,gems,generic,40
tg_tier_points_5,150000,299999,14,14,Rune Fragment,generic,60
tg_tier_points_5,300000,449999,14,14,gems,generic,60
tg_tier_points_5,300000,449999,14,14,Item Chest,epic,1
tg_tier_points_5,300000,449999,14,14,Rune Fragment,generic,90
tg_tier_points_5,450000,599999,14,14,gems,generic,80
tg_tier_points_5,450000,599999,14,14,Item Chest,epic,1
tg_tier_points_5,450000,599999,14,14,Rune Fragment,generic,125
tg_tier_points_5,600000,749999,14,14,gems,generic,100
tg_tier_points_5,600000,749999,14,14,Item Chest,epic,1
tg_tier_points_5,600000,749999,14,14,Rune Fragment,generic,150
tg_tier_points_5,750000,999999,14,14,gems,generic,125
tg_tier_points_5,750000,999999,14,14,Item Chest,epic,1
tg_tier_points_5,750000,999999,14,14,Rune Fragment,generic,175
tg_tier_points_5,1000000,1999999,14,14,Cosmetic Chest,cosmetic,1
tg_tier_points_5,1000000,1999999,14,14,gems,generic,150
tg_tier_points_5,1000000,1999999,14,14,Item Chest,legendary,1
tg_tier_points_5,1000000,1999999,14,14,Rune Fragment,generic,200
tg_tier_points_5,2000000,3499999,14,14,Cosmetic Chest,cosmetic,1
tg_tier_points_5,2000000,3499999,14,14,gems,generic,175
tg_tier_points_5,2000000,3499999,14,14,Item Chest,legendary,1
tg_tier_points_5,2000000,3499999,14,14,Rune Fragment,generic,250
tg_tier_points_5,3500000,987654321,14,14,gems,generic,200
tg_tier_points_5,3500000,987654321,14,14,Item Chest,legendary,1
tg_tier_points_5,3500000,987654321,14,14,Mythic Material Chest,mythic,1
tg_tier_points_5,3500000,987654321,14,14,Rune Fragment,generic,600
tg_tier_points_5,100000,199999,15,15,Epic Material,epic,1
tg_tier_points_5,100000,199999,15,15,gems,generic,20
tg_tier_points_5,100000,199999,15,15,Rune Fragment,generic,40
tg_tier_points_5,200000,374999,15,15,Epic Material,epic,2
tg_tier_points_5,200000,374999,15,15,gems,generic,40
tg_tier_points_5,200000,374999,15,15,Rune Fragment,generic,75
tg_tier_points_5,375000,549999,15,15,gems,generic,60
tg_tier_points_5,375000,549999,15,15,Item Chest,epic,1
tg_tier_points_5,375000,549999,15,15,Rune Fragment,generic,100
tg_tier_points_5,550000,749999,15,15,gems,generic,80
tg_tier_points_5,550000,749999,15,15,Item Chest,epic,1
tg_tier_points_5,550000,749999,15,15,Rune Fragment,generic,150
tg_tier_points_5,750000,949999,15,15,gems,generic,100
tg_tier_points_5,750000,949999,15,15,Item Chest,epic,1
tg_tier_points_5,750000,949999,15,15,Rune Fragment,generic,175
tg_tier_points_5,950000,1099999,15,15,gems,generic,130
tg_tier_points_5,950000,1099999,15,15,Item Chest,epic,1
tg_tier_points_5,950000,1099999,15,15,Rune Fragment,generic,200
tg_tier_points_5,1100000,2199999,15,15,Cosmetic Chest,cosmetic,1
tg_tier_points_5,1100000,2199999,15,15,gems,generic,160
tg_tier_points_5,1100000,2199999,15,15,Item Chest,legendary,1
tg_tier_points_5,1100000,2199999,15,15,Rune Fragment,generic,225
tg_tier_points_5,2200000,4399999,15,15,Cosmetic Chest,cosmetic,1
tg_tier_points_5,2200000,4399999,15,15,gems,generic,185
tg_tier_points_5,2200000,4399999,15,15,Item Chest,legendary,1
tg_tier_points_5,2200000,4399999,15,15,Rune Fragment,generic,300
tg_tier_points_5,4400000,987654321,15,15,gems,generic,210
tg_tier_points_5,4400000,987654321,15,15,Item Chest,legendary,1
tg_tier_points_5,4400000,987654321,15,15,Mythic Material Chest,mythic,1
tg_tier_points_5,4400000,987654321,15,15,Rune Fragment,generic,650
tg_tier_points_5,100000,199999,16,16,Epic Material,epic,1
tg_tier_points_5,100000,199999,16,16,gems,generic,25
tg_tier_points_5,100000,199999,16,16,Rune Fragment,generic,50
tg_tier_points_5,200000,399999,16,16,Epic Material,epic,2
tg_tier_points_5,200000,399999,16,16,gems,generic,50
tg_tier_points_5,200000,399999,16,16,Rune Fragment,generic,100
tg_tier_points_5,400000,649999,16,16,gems,generic,75
tg_tier_points_5,400000,649999,16,16,Item Chest,epic,1
tg_tier_points_5,400000,649999,16,16,Rune Fragment,generic,125
tg_tier_points_5,650000,824999,16,16,gems,generic,100
tg_tier_points_5,650000,824999,16,16,Item Chest,epic,1
tg_tier_points_5,650000,824999,16,16,Rune Fragment,generic,175
tg_tier_points_5,825000,999999,16,16,gems,generic,125
tg_tier_points_5,825000,999999,16,16,Item Chest,epic,1
tg_tier_points_5,825000,999999,16,16,Rune Fragment,generic,200
tg_tier_points_5,1000000,1249999,16,16,gems,generic,150
tg_tier_points_5,1000000,1249999,16,16,Item Chest,epic,1
tg_tier_points_5,1000000,1249999,16,16,Rune Fragment,generic,225
tg_tier_points_5,1250000,2499999,16,16,Cosmetic Chest,cosmetic,1
tg_tier_points_5,1250000,2499999,16,16,gems,generic,175
tg_tier_points_5,1250000,2499999,16,16,Item Chest,legendary,1
tg_tier_points_5,1250000,2499999,16,16,Rune Fragment,generic,250
tg_tier_points_5,2500000,4999999,16,16,Cosmetic Chest,cosmetic,1
tg_tier_points_5,2500000,4999999,16,16,gems,generic,200
tg_tier_points_5,2500000,4999999,16,16,Item Chest,legendary,1
tg_tier_points_5,2500000,4999999,16,16,Rune Fragment,generic,350
tg_tier_points_5,5000000,987654321,16,16,gems,generic,225
tg_tier_points_5,5000000,987654321,16,16,Item Chest,legendary,1
tg_tier_points_5,5000000,987654321,16,16,Mythic Material Chest,mythic,1
tg_tier_points_5,5000000,987654321,16,16,Rune Fragment,generic,700
